ticket_id,customer_id,ticket_created_at,ticket_channel,ticket_type,ticket_subject,ticket_description,ticket_priority,ticket_status,assigned_agent,first_response_time_minutes,resolution_time_hours,escalated,customer_satisfaction_rating,final_resolution
TICK-001240,CUST-00883,2025-12-31 18:44:00,Chat,Wrong Product,Got the wrong item,"I didn't order this, I ordered a Laptop Stand.",Critical,Escalated,Riley,9,,TRUE,,
TICK-001241,CUST-00045,2025-10-30 11:17:00,Chat,Wrong Product,Got the wrong item,"I didn't order this, I ordered a Smart TV.",Medium,Resolved,Jamie,8,57.0,FALSE,2,Issued return label and shipped correct item.
TICK-001242,CUST-00366,2025-12-15 04:51:00,Email,General Inquiry,Help with my order,I have a few problems with my recent purchase.,Low,Open,Sam,100,,FALSE,,
TICK-001243,CUST-00565,2026-02-22 21:44:00,Phone,Order Tracking,Where is my Yoga Mat?,I ordered a Yoga Mat and the tracking hasn't updated.,Low,Resolved,Sam,1,44.9,FALSE,5,Provided updated tracking link.
TICK-001244,CUST-00968,2026-03-08 12:25:00,Email,Product Damage & Order Tracking,AGAIN: Where is my Electric Toothbrush?,I ordered a Electric Toothbrush and the tracking hasn't updated.,High,Escalated,Casey,20,,TRUE,,
TICK-001245,CUST-00883,2025-08-08 12:02:00,Social Media,Refund Request,Need refund for Smart TV,I returned this last week and want my money back.,Medium,Resolved,Taylor,274,64.9,FALSE,1,Refund processed to original payment method.
TICK-001246,CUST-00815,2025-06-24 00:32:00,Phone,Wrong Product & Delivery Delay,Package is late,My Running Shoes was supposed to be here 2 days ago.,Critical,Resolved,Jamie,9,1.8,TRUE,3,"Escalated to carrier, offered $10 credit."
TICK-001247,CUST-00617,2025-08-24 16:26:00,Chat,Wrong Product & Product Damage,Electric Toothbrush arrived broken,The box was smashed and the item is damaged.,Critical,Resolved,Sam,11,3.4,FALSE,2,Sent overnight replacement.
TICK-001248,CUST-00571,2026-01-07 01:50:00,Chat,Account Issue,Can't log in,Password reset not sending.,Low,Resolved,Morgan,13,68.2,FALSE,2,Sent manual reset link via SMS.
TICK-001249,CUST-00092,2025-09-19 14:41:00,Chat,Product Damage,Running Shoes arrived broken,The box was smashed and the item is damaged.,High,Resolved,Taylor,2,6.8,TRUE,4,Sent overnight replacement.
TICK-001250,CUST-00627,2025-09-21 06:41:00,Chat,Account Issue,Can't log in,Password reset not sending.,Low,Resolved,Jordan,11,29.9,FALSE,2,Sent manual reset link via SMS.
TICK-001251,CUST-00247,2026-01-16 21:37:00,Social Media,Delivery Delay,Package is late,My Blender was supposed to be here 2 days ago.,Low,Resolved,Jamie,142,19.4,FALSE,3,"Escalated to carrier, offered $10 credit."
TICK-001252,CUST-00265,2025-08-06 04:22:00,Phone,Product Damage,Smart TV arrived broken,The box was smashed and the item is damaged.,High,Open,Pat,13,,FALSE,,
TICK-001253,CUST-00581,2025-12-19 00:22:00,Email,Delivery Delay,Package is late,My Smart TV was supposed to be here 2 days ago.,High,Open,Jamie,25,,FALSE,,
TICK-001254,CUST-00625,2025-06-24 15:53:00,Chat,Product Damage & Order Tracking,Where is my Blender?,I ordered a Blender and the tracking hasn't updated.,Critical,Resolved,Chris,6,3.7,TRUE,3,Provided updated tracking link.
TICK-001255,CUST-00914,2025-09-28 21:34:00,Chat,Order Tracking,Where is my Running Shoes?,I ordered a Running Shoes and the tracking hasn't updated.,High,Resolved,Riley,15,7.7,TRUE,3,Provided updated tracking link.
TICK-001256,CUST-00840,2025-08-12 20:12:00,Chat,Refund Request,AGAIN: Need refund for Yoga Mat,I returned this last week and want my money back.,Critical,Escalated,Chris,6,,TRUE,,
TICK-001257,CUST-00877,2025-06-21 08:19:00,Chat,Wrong Product,Got the wrong item,"I didn't order this, I ordered a Smart TV.",Medium,Resolved,Morgan,1,40.9,FALSE,5,Issued return label and shipped correct item.
TICK-001258,CUST-00261,2026-03-17 21:12:00,Phone,Product Damage,Yoga Mat arrived broken,The box was smashed and the item is damaged.,High,Resolved,Jamie,1,14.7,FALSE,4,Sent overnight replacement.
TICK-001259,CUST-00940,2025-10-05 22:41:00,Chat,Order Tracking,Where is my Electric Toothbrush?,I ordered a Electric Toothbrush and the tracking hasn't updated.,Low,Pending,Chris,6,,FALSE,,
TICK-001260,CUST-00220,2026-02-16 21:21:00,Social Media,Payment Issue,Charged twice!,My card was declined but I see a charge.,High,Resolved,Jordan,50,4.6,FALSE,4,Voided duplicate authorization hold.
TICK-001261,CUST-00604,2026-03-18 03:21:00,Social Media,Refund Request,Need refund for Coffee Machine,I returned this last week and want my money back.,Medium,Pending,Chris,139,,FALSE,,
TICK-001262,CUST-00667,2026-03-14 12:48:00,Email,General Inquiry,Help with my order,I have a few problems with my recent purchase.,Low,Resolved,Riley,50,13.0,FALSE,5,Addressed multiple queries.
TICK-001263,CUST-00821,2025-09-14 14:36:00,Chat,Refund Request,Need refund for Coffee Machine,I returned this last week and want my money back.,High,Resolved,Sam,9,3.3,TRUE,1,Refund processed to original payment method.
TICK-001264,CUST-00690,2025-07-21 02:21:00,Email,Payment Issue,Charged twice!,My card was declined but I see a charge.,High,Resolved,Alex,124,16.2,FALSE,4,Voided duplicate authorization hold.
TICK-001265,CUST-00903,2026-03-04 16:22:00,Email,Order Tracking,Where is my Smart TV?,I ordered a Smart TV and the tracking hasn't updated.,High,Resolved,Pat,138,15.8,TRUE,4,Provided updated tracking link.
TICK-001266,CUST-00746,2025-09-01 20:17:00,Email,Account Issue,Can't log in,Password reset not sending.,Low,Resolved,Pat,134,29.7,FALSE,4,Sent manual reset link via SMS.
TICK-001267,CUST-00379,2025-12-22 09:09:00,Phone,Refund Request,Need refund for Running Shoes,I returned this last week and want my money back.,Medium,Open,Casey,14,,FALSE,,
TICK-001268,CUST-00683,2026-03-25 07:41:00,Email,Order Tracking,Where is my Mechanical Keyboard?,I ordered a Mechanical Keyboard and the tracking hasn't updated.,Low,Resolved,Morgan,115,51.2,FALSE,5,Provided updated tracking link.
TICK-001269,CUST-00293,2025-12-29 11:34:00,Chat,Account Issue & Payment Issue,Charged twice!,My card was declined but I see a charge.,High,Pending,Pat,11,,TRUE,,
TICK-001270,CUST-00350,2025-12-21 01:17:00,Chat,Product Damage,Wireless Earbuds arrived broken,The box was smashed and the item is damaged.,Critical,Resolved,Casey,14,1.5,TRUE,4,Sent overnight replacement.
TICK-001271,CUST-00485,2025-07-30 23:04:00,Chat,General Inquiry,Help with my order,I have a few problems with my recent purchase.,Low,Resolved,Sam,9,30.8,FALSE,5,Addressed multiple queries.
TICK-001272,CUST-00039,2025-06-29 23:49:00,Chat,Payment Issue,Charged twice!,My card was declined but I see a charge.,High,Resolved,Jordan,2,14.1,TRUE,1,Voided duplicate authorization hold.
TICK-001273,CUST-00782,2025-10-17 02:12:00,Phone,Refund Request,Need refund for Yoga Mat,I returned this last week and want my money back.,Medium,Resolved,Chris,13,16.0,FALSE,4,Refund processed to original payment method.
TICK-001274,CUST-00755,2026-02-12 17:30:00,Phone,Account Issue & Product Damage,Wireless Earbuds arrived broken,The box was smashed and the item is damaged.,High,Resolved,Sam,1,23.2,TRUE,4,Sent overnight replacement.
TICK-001275,CUST-00454,2025-12-29 21:32:00,Chat,Order Tracking,Where is my Laptop Stand?,I ordered a Laptop Stand and the tracking hasn't updated.,Low,Pending,Riley,6,,FALSE,,
TICK-001276,CUST-00509,2026-02-11 02:09:00,Chat,Delivery Delay,Package is late,My Coffee Machine was supposed to be here 2 days ago.,High,Resolved,Riley,2,14.8,FALSE,4,"Escalated to carrier, offered $10 credit."
TICK-001277,CUST-00410,2026-03-09 10:28:00,Email,Unknown Issue,Question,Does it work?,Low,Resolved,Casey,87,29.5,FALSE,3,Clarified user question and provided specs.
TICK-001278,CUST-00515,2026-04-22 23:15:00,Chat,Order Tracking,Where is my Mechanical Keyboard?,I ordered a Mechanical Keyboard and the tracking hasn't updated.,Low,Resolved,Taylor,5,10.7,FALSE,5,Provided updated tracking link.
TICK-001279,CUST-00530,2025-12-18 14:35:00,Chat,Order Tracking,Where is my Yoga Mat?,I ordered a Yoga Mat and the tracking hasn't updated.,Low,Resolved,Casey,3,38.1,FALSE,1,Provided updated tracking link.
TICK-001280,CUST-00887,2025-07-04 06:45:00,Social Media,Order Tracking,Where is my Smart TV?,I ordered a Smart TV and the tracking hasn't updated.,Low,Resolved,Pat,107,60.9,FALSE,2,Provided updated tracking link.
TICK-001281,CUST-00040,2025-10-20 19:06:00,Chat,Order Tracking,Where is my Running Shoes?,I ordered a Running Shoes and the tracking hasn't updated.,Medium,Resolved,Pat,7,71.1,FALSE,1,Provided updated tracking link.
TICK-001282,CUST-00082,2025-12-17 09:13:00,Phone,Account Issue,Can't log in,Password reset not sending.,Medium,Resolved,Pat,15,29.6,FALSE,5,Sent manual reset link via SMS.
TICK-001283,CUST-00471,2026-03-24 16:39:00,Email,Payment Issue,Charged twice!,My card was declined but I see a charge.,High,Resolved,Casey,286,11.3,FALSE,3,Voided duplicate authorization hold.
TICK-001284,CUST-00063,2025-11-05 19:14:00,Social Media,Refund Request,Need refund for Electric Toothbrush,I returned this last week and want my money back.,High,Pending,Alex,272,,FALSE,,
TICK-001285,CUST-00106,2026-03-22 17:28:00,Email,Payment Issue,Charged twice!,My card was declined but I see a charge.,Critical,Resolved,Jamie,192,3.2,TRUE,3,Voided duplicate authorization hold.
TICK-001286,CUST-00316,2026-05-12 09:05:00,Chat,Refund Request,Need refund for Laptop Stand,I returned this last week and want my money back.,High,Resolved,Casey,2,9.5,FALSE,3,Refund processed to original payment method.
TICK-001287,CUST-00703,2025-09-29 07:41:00,Email,Product Damage & Wrong Product,Coffee Machine arrived broken,The box was smashed and the item is damaged.,High,Resolved,Taylor,259,12.1,TRUE,4,Sent overnight replacement.
TICK-001288,CUST-00516,2025-11-06 15:41:00,Email,Account Issue,Can't log in,Password reset not sending.,Medium,Resolved,Morgan,40,43.4,FALSE,3,Sent manual reset link via SMS.
TICK-001289,CUST-00968,2025-11-12 05:10:00,Phone,Account Issue,Can't log in,Password reset not sending.,Low,Resolved,Jordan,14,68.1,FALSE,2,Sent manual reset link via SMS.
TICK-001290,CUST-00075,2025-12-15 21:32:00,Social Media,Order Tracking,Where is my Smart TV?,I ordered a Smart TV and the tracking hasn't updated.,Medium,Resolved,Casey,88,1.1,FALSE,5,Provided updated tracking link.
TICK-001291,CUST-00836,2025-09-22 18:50:00,Phone,Delivery Delay,Package is late,My Mechanical Keyboard was supposed to be here 2 days ago.,Medium,Pending,Pat,2,,FALSE,,
TICK-001292,CUST-00232,2025-08-08 14:02:00,Email,Order Tracking,Where is my Smart TV?,I ordered a Smart TV and the tracking hasn't updated.,Low,Resolved,Jamie,40,8.9,FALSE,5,Provided updated tracking link.
TICK-001293,CUST-00087,2025-09-11 02:10:00,Chat,Delivery Delay,Package is late,My Running Shoes was supposed to be here 2 days ago.,Critical,Resolved,Morgan,7,3.4,TRUE,2,"Escalated to carrier, offered $10 credit."
TICK-001294,CUST-00983,2025-09-09 01:29:00,Email,Account Issue,Can't log in,Password reset not sending.,Low,Resolved,Riley,277,18.3,FALSE,5,Sent manual reset link via SMS.
TICK-001295,CUST-00784,2025-05-19 14:58:00,Chat,Product Damage,Mechanical Keyboard arrived broken,The box was smashed and the item is damaged.,Critical,Pending,Alex,11,,FALSE,,
TICK-001296,CUST-00549,2026-03-30 03:53:00,Phone,Refund Request,Need refund for Coffee Machine,I returned this last week and want my money back.,High,Escalated,Taylor,4,,TRUE,,
TICK-001297,CUST-00032,2026-03-03 12:24:00,Chat,Order Tracking,Where is my Coffee Machine?,I ordered a Coffee Machine and the tracking hasn't updated.,Low,Resolved,Taylor,7,38.3,FALSE,3,Provided updated tracking link.
TICK-001298,CUST-00781,2026-02-07 22:01:00,Email,Refund Request,Need refund for Electric Toothbrush,I returned this last week and want my money back.,Medium,Resolved,Alex,282,11.0,FALSE,5,Refund processed to original payment method.
TICK-001299,CUST-00949,2026-03-05 22:11:00,Email,Order Tracking,Where is my Electric Toothbrush?,I ordered a Electric Toothbrush and the tracking hasn't updated.,Low,Resolved,Morgan,30,66.4,FALSE,2,Provided updated tracking link.
TICK-001300,CUST-00071,2025-08-02 08:55:00,Chat,Refund Request,Need refund for Gaming Mouse,I returned this last week and want my money back.,Medium,Pending,Pat,13,,FALSE,,
TICK-001301,CUST-00081,2025-06-04 09:59:00,Phone,Order Tracking,Where is my Coffee Machine?,I ordered a Coffee Machine and the tracking hasn't updated.,Medium,Resolved,Pat,2,7.6,FALSE,3,Provided updated tracking link.
TICK-001302,CUST-00763,2025-12-20 19:40:00,Chat,Refund Request & Wrong Product,Need refund for Blender,I returned this last week and want my money back.,Medium,Open,Jamie,2,,FALSE,,
TICK-001303,CUST-00231,2025-09-01 23:14:00,Email,Refund Request,Need refund for Smart TV,I returned this last week and want my money back.,Medium,Open,Jamie,87,,FALSE,,
TICK-001304,CUST-00254,2026-04-12 10:55:00,Email,Product Damage,Yoga Mat arrived broken,The box was smashed and the item is damaged.,Medium,Resolved,Taylor,194,18.2,FALSE,2,Sent overnight replacement.
TICK-001305,CUST-00135,2025-06-08 12:48:00,Email,Delivery Delay,Package is late,My Yoga Mat was supposed to be here 2 days ago.,Medium,Pending,Jordan,186,,FALSE,,
TICK-001306,CUST-00822,2026-01-21 17:55:00,Chat,Order Tracking,Where is my Blender?,I ordered a Blender and the tracking hasn't updated.,Low,Resolved,Pat,10,61.1,FALSE,2,Provided updated tracking link.
TICK-001307,CUST-00706,2025-09-07 18:29:00,Chat,Payment Issue,Charged twice!,My card was declined but I see a charge.,Critical,Resolved,Morgan,6,1.9,FALSE,2,Voided duplicate authorization hold.
TICK-001308,CUST-00149,2025-09-23 06:19:00,Email,Wrong Product,Got the wrong item,"I didn't order this, I ordered a Blender.",Medium,Resolved,Riley,20,63.6,FALSE,2,Issued return label and shipped correct item.
TICK-001309,CUST-00851,2025-10-07 01:38:00,Phone,Product Damage,Laptop Stand arrived broken,The box was smashed and the item is damaged.,High,Resolved,Morgan,1,10.2,TRUE,3,Sent overnight replacement.
TICK-001310,CUST-00996,2025-07-24 04:03:00,Chat,Delivery Delay,AGAIN: Package is late,My Wireless Earbuds was supposed to be here 2 days ago.,Critical,Escalated,Sam,14,,TRUE,,
TICK-001311,CUST-00079,2026-04-30 07:31:00,Email,Account Issue,Can't log in,Password reset not sending.,Low,Pending,Taylor,58,,FALSE,,
TICK-001312,CUST-00210,2025-07-25 19:43:00,Social Media,Refund Request,Need refund for Gaming Mouse,I returned this last week and want my money back.,Medium,Resolved,Sam,65,63.9,FALSE,2,Refund processed to original payment method.
TICK-001313,CUST-00743,2026-05-09 16:19:00,Chat,Order Tracking,Where is my Gaming Mouse?,I ordered a Gaming Mouse and the tracking hasn't updated.,Low,Resolved,Morgan,11,14.9,FALSE,5,Provided updated tracking link.
TICK-001314,CUST-00370,2026-03-25 18:25:00,Phone,Account Issue,Can't log in,Password reset not sending.,High,Escalated,Riley,4,,TRUE,,
TICK-001315,CUST-00743,2026-05-01 08:14:00,Social Media,Order Tracking,Where is my Laptop Stand?,I ordered a Laptop Stand and the tracking hasn't updated.,Low,Resolved,Riley,51,54.3,FALSE,2,Provided updated tracking link.
TICK-001316,CUST-00084,2025-05-30 05:15:00,Chat,Wrong Product,Got the wrong item,"I didn't order this, I ordered a Yoga Mat.",Medium,Resolved,Riley,9,12.4,FALSE,5,Issued return label and shipped correct item.
TICK-001317,CUST-00164,2025-06-24 10:12:00,Email,Refund Request,Need refund for Gaming Mouse,I returned this last week and want my money back.,Medium,Resolved,Alex,101,37.9,FALSE,3,Refund processed to original payment method.
TICK-001318,CUST-00453,2025-07-24 14:47:00,Email,Delivery Delay & Payment Issue,Package is late,My Wireless Earbuds was supposed to be here 2 days ago.,Medium,Resolved,Riley,175,29.5,FALSE,4,"Escalated to carrier, offered $10 credit."
TICK-001319,CUST-00636,2025-06-03 16:48:00,Chat,Account Issue,Can't log in,Password reset not sending.,Low,Resolved,Pat,2,3.8,FALSE,5,Sent manual reset link via SMS.
TICK-001320,CUST-00634,2026-03-10 21:06:00,Phone,Order Tracking,Where is my Running Shoes?,I ordered a Running Shoes and the tracking hasn't updated.,Low,Resolved,Casey,4,49.1,FALSE,3,Provided updated tracking link.
TICK-001321,CUST-00472,2025-10-04 07:18:00,Email,Account Issue,Can't log in,Password reset not sending.,Low,Resolved,Jordan,49,66.8,FALSE,3,Sent manual reset link via SMS.
TICK-001322,CUST-00933,2025-09-12 02:24:00,Email,Order Tracking,Where is my Electric Toothbrush?,I ordered a Electric Toothbrush and the tracking hasn't updated.,Low,Resolved,Morgan,232,50.7,FALSE,2,Provided updated tracking link.
TICK-001323,CUST-00894,2025-08-21 01:41:00,Phone,Delivery Delay,Package is late,My Electric Toothbrush was supposed to be here 2 days ago.,High,Escalated,Jordan,12,,TRUE,,
TICK-001324,CUST-00893,2025-07-04 17:57:00,Email,Refund Request,AGAIN: Need refund for Coffee Machine,I returned this last week and want my money back.,Critical,Resolved,Chris,229,1.5,FALSE,1,Refund processed to original payment method.
TICK-001325,CUST-00344,2026-01-04 02:24:00,Email,Product Damage,Running Shoes arrived broken,The box was smashed and the item is damaged.,Critical,Resolved,Alex,119,3.9,TRUE,1,Sent overnight replacement.
TICK-001326,CUST-00295,2025-06-25 23:39:00,Email,Refund Request,Need refund for Mechanical Keyboard,I returned this last week and want my money back.,Low,Resolved,Riley,45,4.0,FALSE,5,Refund processed to original payment method.
TICK-001327,CUST-00999,2026-01-11 08:58:00,Phone,Refund Request,Need refund for Coffee Machine,I returned this last week and want my money back.,Medium,Resolved,Alex,6,67.7,FALSE,3,Refund processed to original payment method.
